,demonimador,numerador,Frequência,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
2094,X4,D22,0,3,133,131,2,3,0
2095,X5,D22,0,2,134,132,2,2,0
2096,X6,D22,0,10,126,124,2,10,0
2097,Livrar_costas,D22,0.011627907,86,14,14,0,85,1
2098,Livrar_perna,D22,0,14,86,85,1,14,0
2099,Livrar_perda_sens,D22,NaN,0,100,99,1,0,0
2100,D1,D22,0,1,135,133,2,1,0
2101,D15,D22,0,7,129,127,2,7,0
2102,D16,D22,0,20,116,114,2,20,0
2103,D17,D22,0,5,131,129,2,5,0
2104,D18,D22,0.125,16,120,120,0,14,2
2105,D19,D22,0.285714286,7,129,129,0,5,2
2106,D2,D22,0,8,128,126,2,8,0
2107,D20,D22,0.25,8,128,128,0,6,2
2108,D21,D22,0.142857143,7,129,128,1,6,1
2109,D22,D22,1,2,134,134,0,0,2
2110,D23,D22,0,2,134,132,2,2,0
2111,D24,D22,0,26,110,108,2,26,0
2112,D25,D22,0,4,132,130,2,4,0
2113,D26,D22,0.5,2,134,133,1,1,1
2114,D27,D22,0,5,131,129,2,5,0
2115,D28,D22,0,6,130,128,2,6,0
2116,D29,D22,0,42,94,92,2,42,0
2117,D3,D22,0,2,134,132,2,2,0
2118,D30,D22,0.016129032,62,74,73,1,61,1
2119,D31,D22,0,17,119,117,2,17,0
2120,D32,D22,0,37,99,97,2,37,0
2121,D33,D22,0,12,124,122,2,12,0
2122,D34,D22,0,3,133,131,2,3,0
2123,D35,D22,0,2,134,132,2,2,0
2124,D36,D22,0,8,128,126,2,8,0
2125,D37,D22,0,22,114,112,2,22,0
2126,D38,D22,0,3,133,131,2,3,0
2127,D39,D22,0,15,121,119,2,15,0
2128,D4,D22,0,4,132,130,2,4,0
2129,D40,D22,0,5,131,129,2,5,0
2130,D41,D22,0,7,129,127,2,7,0
2131,D42,D22,0.666666667,3,133,133,0,1,2
2132,D43,D22,0.333333333,3,133,132,1,2,1
2133,D44,D22,0,38,98,96,2,38,0
2134,D45,D22,0,12,124,122,2,12,0
2135,D46,D22,0,38,98,96,2,38,0
2136,D47,D22,0,12,124,122,2,12,0
2137,D48,D22,0,26,110,108,2,26,0
2138,D49,D22,0,13,123,121,2,13,0
2139,D5,D22,0,3,133,131,2,3,0
2140,D50,D22,0,2,134,132,2,2,0
2141,D51,D22,0,1,135,133,2,1,0
2142,D52,D22,0,2,134,132,2,2,0
2143,D53,D22,0,2,134,132,2,2,0
2144,D9,D22,0,1,135,133,2,1,0
2145,Fuma,D23,0,46,82,81,1,46,0
2146,Cirurgia_coluna,D23,0.018181818,55,63,62,1,54,1
2147,Aposentado,D23,0.032258065,31,101,100,1,30,1
2148,Desempregado,D23,0.04,25,105,104,1,24,1
2149,Licenca_Medica,D23,0,18,114,112,2,18,0
2150,Aposentado_Invalidez,D23,0,8,123,121,2,8,0
2151,Analgésicos,D23,0.022727273,88,42,42,0,86,2
2152,OutraDoenca,D23,0,50,80,78,2,50,0
2153,Dor_costas,D23,0.021978022,91,37,37,0,89,2
2154,Dor_pernas,D23,0.018181818,55,72,71,1,54,1
2155,Retornar_trabalho,D23,0.05,20,99,98,1,19,1
2156,Masc,D23,0.011363636,88,48,47,1,87,1
2157,Fem,D23,0.020833333,48,88,87,1,47,1
2158,Casado_Amasiado,D23,0,55,81,79,2,55,0
2159,Solteiro,D23,0.033898305,59,77,77,0,57,2
2160,Separado_Divorciado,D23,0,7,129,127,2,7,0
2161,X4,D23,0,3,133,131,2,3,0
2162,X5,D23,0,2,134,132,2,2,0
2163,X6,D23,0,10,126,124,2,10,0
2164,Livrar_costas,D23,0.023255814,86,14,14,0,84,2
2165,Livrar_perna,D23,0,14,86,84,2,14,0
2166,Livrar_perda_sens,D23,NaN,0,100,98,2,0,0
2167,D1,D23,0,1,135,133,2,1,0
2168,D15,D23,0,7,129,127,2,7,0
2169,D16,D23,0,20,116,114,2,20,0
2170,D17,D23,0,5,131,129,2,5,0
2171,D18,D23,0,16,120,118,2,16,0
2172,D19,D23,0,7,129,127,2,7,0
2173,D2,D23,0,8,128,126,2,8,0
2174,D20,D23,0,8,128,126,2,8,0
2175,D21,D23,0,7,129,127,2,7,0
2176,D22,D23,0,2,134,132,2,2,0
2177,D23,D23,1,2,134,134,0,0,2
2178,D24,D23,0.038461538,26,110,109,1,25,1
2179,D25,D23,0.25,4,132,131,1,3,1
2180,D26,D23,0,2,134,132,2,2,0
2181,D27,D23,0.2,5,131,130,1,4,1
2182,D28,D23,0.166666667,6,130,129,1,5,1
2183,D29,D23,0,42,94,92,2,42,0
2184,D3,D23,0,2,134,132,2,2,0
2185,D30,D23,0.032258065,62,74,74,0,60,2
2186,D31,D23,0,17,119,117,2,17,0
2187,D32,D23,0,37,99,97,2,37,0
2188,D33,D23,0,12,124,122,2,12,0
2189,D34,D23,0,3,133,131,2,3,0
2190,D35,D23,0,2,134,132,2,2,0
2191,D36,D23,0,8,128,126,2,8,0
2192,D37,D23,0,22,114,112,2,22,0
2193,D38,D23,0,3,133,131,2,3,0
2194,D39,D23,0,15,121,119,2,15,0
2195,D4,D23,0,4,132,130,2,4,0
2196,D40,D23,0,5,131,129,2,5,0
2197,D41,D23,0,7,129,127,2,7,0
2198,D42,D23,0,3,133,131,2,3,0
2199,D43,D23,0,3,133,131,2,3,0
2200,D44,D23,0.026315789,38,98,97,1,37,1
2201,D45,D23,0.083333333,12,124,123,1,11,1
2202,D46,D23,0.026315789,38,98,97,1,37,1
2203,D47,D23,0.083333333,12,124,123,1,11,1
2204,D48,D23,0.038461538,26,110,109,1,25,1
2205,D49,D23,0.076923077,13,123,122,1,12,1
2206,D5,D23,0,3,133,131,2,3,0
2207,D50,D23,0,2,134,132,2,2,0
2208,D51,D23,0,1,135,133,2,1,0
2209,D52,D23,0,2,134,132,2,2,0
2210,D53,D23,0,2,134,132,2,2,0
2211,D9,D23,0,1,135,133,2,1,0
2212,Fuma,D24,0.173913043,46,82,66,16,38,8
2213,Cirurgia_coluna,D24,0.163636364,55,63,50,13,46,9
2214,Aposentado,D24,0.129032258,31,101,79,22,27,4
2215,Desempregado,D24,0.28,25,105,86,19,18,7
2216,Licenca_Medica,D24,0.222222222,18,114,92,22,14,4
2217,Aposentado_Invalidez,D24,0.375,8,123,100,23,5,3
2218,Analgésicos,D24,0.193181818,88,42,33,9,71,17
2219,OutraDoenca,D24,0.2,50,80,64,16,40,10
2220,Dor_costas,D24,0.241758242,91,37,33,4,69,22
2221,Dor_pernas,D24,0.127272727,55,72,53,19,48,7
2222,Retornar_trabalho,D24,0.35,20,99,82,17,13,7
2223,Masc,D24,0.181818182,88,48,38,10,72,16
2224,Fem,D24,0.208333333,48,88,72,16,38,10
2225,Casado_Amasiado,D24,0.2,55,81,66,15,44,11
2226,Solteiro,D24,0.220338983,59,77,64,13,46,13
2227,Separado_Divorciado,D24,0,7,129,103,26,7,0
2228,X4,D24,0,3,133,107,26,3,0
2229,X5,D24,0.5,2,134,109,25,1,1
2230,X6,D24,0.1,10,126,101,25,9,1
2231,Livrar_costas,D24,0.290697674,86,14,14,0,61,25
2232,Livrar_perna,D24,0,14,86,61,25,14,0
2233,Livrar_perda_sens,D24,NaN,0,100,75,25,0,0
2234,D1,D24,0,1,135,109,26,1,0
2235,D15,D24,0,7,129,103,26,7,0
2236,D16,D24,0.1,20,116,92,24,18,2
2237,D17,D24,0.2,5,131,106,25,4,1
2238,D18,D24,0.25,16,120,98,22,12,4
2239,D19,D24,0.571428571,7,129,107,22,3,4
2240,D2,D24,0.375,8,128,105,23,5,3
2241,D20,D24,0.5,8,128,106,22,4,4
2242,D21,D24,0.428571429,7,129,106,23,4,3
2243,D22,D24,0,2,134,108,26,2,0
2244,D23,D24,0.5,2,134,109,25,1,1
2245,D24,D24,1,26,110,110,0,0,26
2246,D25,D24,1,4,132,110,22,0,4
2247,D26,D24,0.5,2,134,109,25,1,1
2248,D27,D24,0.2,5,131,106,25,4,1
2249,D28,D24,0.333333333,6,130,106,24,4,2
2250,D29,D24,0.142857143,42,94,74,20,36,6
2251,D3,D24,0.5,2,134,109,25,1,1
2252,D30,D24,0.209677419,62,74,61,13,49,13
2253,D31,D24,0.176470588,17,119,96,23,14,3
2254,D32,D24,0.108108108,37,99,77,22,33,4
2255,D33,D24,0.083333333,12,124,99,25,11,1
2256,D34,D24,0.333333333,3,133,108,25,2,1
2257,D35,D24,0,2,134,108,26,2,0
2258,D36,D24,0,8,128,102,26,8,0
2259,D37,D24,0.090909091,22,114,90,24,20,2
2260,D38,D24,0,3,133,107,26,3,0
2261,D39,D24,0.066666667,15,121,96,25,14,1
2262,D4,D24,0.25,4,132,107,25,3,1
2263,D40,D24,0,5,131,105,26,5,0
2264,D41,D24,0,7,129,103,26,7,0
2265,D42,D24,0,3,133,107,26,3,0
2266,D43,D24,0,3,133,107,26,3,0
2267,D44,D24,0.078947368,38,98,75,23,35,3
2268,D45,D24,0.083333333,12,124,99,25,11,1
2269,D46,D24,0.131578947,38,98,77,21,33,5
2270,D47,D24,0.166666667,12,124,100,24,10,2
2271,D48,D24,0.076923077,26,110,86,24,24,2
2272,D49,D24,0.230769231,13,123,100,23,10,3
2273,D5,D24,0.666666667,3,133,109,24,1,2
2274,D50,D24,0.5,2,134,109,25,1,1
2275,D51,D24,0,1,135,109,26,1,0
2276,D52,D24,0,2,134,108,26,2,0
2277,D53,D24,0,2,134,108,26,2,0
2278,D9,D24,0,1,135,109,26,1,0
2279,Fuma,D25,0.02173913,46,82,80,2,45,1
2280,Cirurgia_coluna,D25,0.036363636,55,63,61,2,53,2
2281,Aposentado,D25,0.064516129,31,101,99,2,29,2
2282,Desempregado,D25,0.08,25,105,103,2,23,2
2283,Licenca_Medica,D25,0,18,114,110,4,18,0
2284,Aposentado_Invalidez,D25,0,8,123,119,4,8,0
2285,Analgésicos,D25,0.034090909,88,42,41,1,85,3
2286,OutraDoenca,D25,0.02,50,80,77,3,49,1
2287,Dor_costas,D25,0.043956044,91,37,37,0,87,4
2288,Dor_pernas,D25,0.018181818,55,72,69,3,54,1
2289,Retornar_trabalho,D25,0.15,20,99,98,1,17,3
2290,Masc,D25,0.034090909,88,48,47,1,85,3
2291,Fem,D25,0.020833333,48,88,85,3,47,1
2292,Casado_Amasiado,D25,0.018181818,55,81,78,3,54,1
2293,Solteiro,D25,0.050847458,59,77,76,1,56,3
2294,Separado_Divorciado,D25,0,7,129,125,4,7,0
2295,X4,D25,0,3,133,129,4,3,0
2296,X5,D25,0,2,134,130,4,2,0
2297,X6,D25,0,10,126,122,4,10,0
2298,Livrar_costas,D25,0.046511628,86,14,14,0,82,4
2299,Livrar_perna,D25,0,14,86,82,4,14,0
2300,Livrar_perda_sens,D25,NaN,0,100,96,4,0,0
2301,D1,D25,0,1,135,131,4,1,0
2302,D15,D25,0,7,129,125,4,7,0
2303,D16,D25,0,20,116,112,4,20,0
2304,D17,D25,0,5,131,127,4,5,0
2305,D18,D25,0,16,120,116,4,16,0
2306,D19,D25,0.285714286,7,129,127,2,5,2
2307,D2,D25,0,8,128,124,4,8,0
2308,D20,D25,0.25,8,128,126,2,6,2
2309,D21,D25,0.285714286,7,129,127,2,5,2
2310,D22,D25,0,2,134,130,4,2,0
2311,D23,D25,0.5,2,134,131,3,1,1
2312,D24,D25,0.153846154,26,110,110,0,22,4
2313,D25,D25,1,4,132,132,0,0,4
2314,D26,D25,0,2,134,130,4,2,0
2315,D27,D25,0.2,5,131,128,3,4,1
2316,D28,D25,0.166666667,6,130,127,3,5,1
2317,D29,D25,0.023809524,42,94,91,3,41,1
2318,D3,D25,0,2,134,130,4,2,0
2319,D30,D25,0.048387097,62,74,73,1,59,3
2320,D31,D25,0,17,119,115,4,17,0
2321,D32,D25,0,37,99,95,4,37,0
2322,D33,D25,0,12,124,120,4,12,0
2323,D34,D25,0,3,133,129,4,3,0
2324,D35,D25,0,2,134,130,4,2,0
2325,D36,D25,0,8,128,124,4,8,0
2326,D37,D25,0,22,114,110,4,22,0
2327,D38,D25,0,3,133,129,4,3,0
2328,D39,D25,0,15,121,117,4,15,0
2329,D4,D25,0,4,132,128,4,4,0
2330,D40,D25,0,5,131,127,4,5,0
2331,D41,D25,0,7,129,125,4,7,0
2332,D42,D25,0,3,133,129,4,3,0
2333,D43,D25,0,3,133,129,4,3,0
2334,D44,D25,0,38,98,94,4,38,0
2335,D45,D25,0,12,124,120,4,12,0
2336,D46,D25,0,38,98,94,4,38,0
2337,D47,D25,0,12,124,120,4,12,0
2338,D48,D25,0,26,110,106,4,26,0
2339,D49,D25,0,13,123,119,4,13,0
2340,D5,D25,0,3,133,129,4,3,0
2341,D50,D25,0,2,134,130,4,2,0
2342,D51,D25,0,1,135,131,4,1,0
2343,D52,D25,0,2,134,130,4,2,0
2344,D53,D25,0,2,134,130,4,2,0
2345,D9,D25,0,1,135,131,4,1,0
2346,Fuma,D26,0,46,82,80,2,46,0
2347,Cirurgia_coluna,D26,0,55,63,62,1,55,0
2348,Aposentado,D26,0.032258065,31,101,100,1,30,1
2349,Desempregado,D26,0.04,25,105,104,1,24,1
2350,Licenca_Medica,D26,0.055555556,18,114,113,1,17,1
2351,Aposentado_Invalidez,D26,0,8,123,121,2,8,0
2352,Analgésicos,D26,0.022727273,88,42,42,0,86,2
2353,OutraDoenca,D26,0.02,50,80,79,1,49,1
2354,Dor_costas,D26,0.021978022,91,37,37,0,89,2
2355,Dor_pernas,D26,0,55,72,70,2,55,0
2356,Retornar_trabalho,D26,0.05,20,99,98,1,19,1
2357,Masc,D26,0.022727273,88,48,48,0,86,2
2358,Fem,D26,0,48,88,86,2,48,0
2359,Casado_Amasiado,D26,0.036363636,55,81,81,0,53,2
2360,Solteiro,D26,0,59,77,75,2,59,0
2361,Separado_Divorciado,D26,0,7,129,127,2,7,0
2362,X4,D26,0,3,133,131,2,3,0
2363,X5,D26,0,2,134,132,2,2,0
2364,X6,D26,0,10,126,124,2,10,0
2365,Livrar_costas,D26,0.023255814,86,14,14,0,84,2
2366,Livrar_perna,D26,0,14,86,84,2,14,0
2367,Livrar_perda_sens,D26,NaN,0,100,98,2,0,0
2368,D1,D26,0,1,135,133,2,1,0
2369,D15,D26,0,7,129,127,2,7,0
2370,D16,D26,0,20,116,114,2,20,0
2371,D17,D26,0,5,131,129,2,5,0
2372,D18,D26,0.0625,16,120,119,1,15,1
2373,D19,D26,0.142857143,7,129,128,1,6,1
2374,D2,D26,0,8,128,126,2,8,0
2375,D20,D26,0.125,8,128,127,1,7,1
2376,D21,D26,0.142857143,7,129,128,1,6,1
2377,D22,D26,0.5,2,134,133,1,1,1
2378,D23,D26,0,2,134,132,2,2,0
2379,D24,D26,0.038461538,26,110,109,1,25,1
2380,D25,D26,0,4,132,130,2,4,0
2381,D26,D26,1,2,134,134,0,0,2
2382,D27,D26,0,5,131,129,2,5,0
2383,D28,D26,0.166666667,6,130,129,1,5,1
2384,D29,D26,0,42,94,92,2,42,0
2385,D3,D26,0,2,134,132,2,2,0
2386,D30,D26,0.016129032,62,74,73,1,61,1
2387,D31,D26,0.058823529,17,119,118,1,16,1
2388,D32,D26,0,37,99,97,2,37,0
2389,D33,D26,0,12,124,122,2,12,0
2390,D34,D26,0,3,133,131,2,3,0
2391,D35,D26,0,2,134,132,2,2,0
2392,D36,D26,0,8,128,126,2,8,0
2393,D37,D26,0,22,114,112,2,22,0
2394,D38,D26,0,3,133,131,2,3,0
2395,D39,D26,0,15,121,119,2,15,0
2396,D4,D26,0,4,132,130,2,4,0
2397,D40,D26,0,5,131,129,2,5,0
2398,D41,D26,0,7,129,127,2,7,0
2399,D42,D26,0.333333333,3,133,132,1,2,1
2400,D43,D26,0.333333333,3,133,132,1,2,1
2401,D44,D26,0,38,98,96,2,38,0
2402,D45,D26,0,12,124,122,2,12,0
2403,D46,D26,0,38,98,96,2,38,0
2404,D47,D26,0,12,124,122,2,12,0
2405,D48,D26,0,26,110,108,2,26,0
2406,D49,D26,0,13,123,121,2,13,0
2407,D5,D26,0,3,133,131,2,3,0
2408,D50,D26,0,2,134,132,2,2,0
2409,D51,D26,0,1,135,133,2,1,0
2410,D52,D26,0,2,134,132,2,2,0
2411,D53,D26,0,2,134,132,2,2,0
2412,D9,D26,0,1,135,133,2,1,0
2413,Fuma,D27,0.065217391,46,82,81,1,43,3
2414,Cirurgia_coluna,D27,0.054545455,55,63,63,0,52,3
2415,Aposentado,D27,0.064516129,31,101,98,3,29,2
2416,Desempregado,D27,0.04,25,105,101,4,24,1
2417,Licenca_Medica,D27,0.055555556,18,114,110,4,17,1
2418,Aposentado_Invalidez,D27,0.125,8,123,119,4,7,1
2419,Analgésicos,D27,0.045454545,88,42,41,1,84,4
2420,OutraDoenca,D27,0.02,50,80,76,4,49,1
2421,Dor_costas,D27,0.043956044,91,37,36,1,87,4
2422,Dor_pernas,D27,0.018181818,55,72,68,4,54,1
2423,Retornar_trabalho,D27,0.15,20,99,97,2,17,3
2424,Masc,D27,0.045454545,88,48,47,1,84,4
2425,Fem,D27,0.020833333,48,88,84,4,47,1
2426,Casado_Amasiado,D27,0,55,81,76,5,55,0
2427,Solteiro,D27,0.084745763,59,77,77,0,54,5
2428,Separado_Divorciado,D27,0,7,129,124,5,7,0
2429,X4,D27,0,3,133,128,5,3,0
2430,X5,D27,0,2,134,129,5,2,0
2431,X6,D27,0,10,126,121,5,10,0
2432,Livrar_costas,D27,0.058139535,86,14,14,0,81,5
2433,Livrar_perna,D27,0,14,86,81,5,14,0
2434,Livrar_perda_sens,D27,NaN,0,100,95,5,0,0
2435,D1,D27,0,1,135,130,5,1,0
2436,D15,D27,0,7,129,124,5,7,0
2437,D16,D27,0.05,20,116,112,4,19,1
2438,D17,D27,0,5,131,126,5,5,0
2439,D18,D27,0,16,120,115,5,16,0
2440,D19,D27,0,7,129,124,5,7,0
2441,D2,D27,0,8,128,123,5,8,0
2442,D20,D27,0,8,128,123,5,8,0
2443,D21,D27,0,7,129,124,5,7,0
2444,D22,D27,0,2,134,129,5,2,0
2445,D23,D27,0.5,2,134,130,4,1,1
2446,D24,D27,0.038461538,26,110,106,4,25,1
2447,D25,D27,0.25,4,132,128,4,3,1
2448,D26,D27,0,2,134,129,5,2,0
2449,D27,D27,1,5,131,131,0,0,5
2450,D28,D27,0.5,6,130,128,2,3,3
2451,D29,D27,0.071428571,42,94,92,2,39,3
2452,D3,D27,0,2,134,129,5,2,0
2453,D30,D27,0.064516129,62,74,73,1,58,4
2454,D31,D27,0.058823529,17,119,115,4,16,1
2455,D32,D27,0.054054054,37,99,96,3,35,2
2456,D33,D27,0,12,124,119,5,12,0
2457,D34,D27,0,3,133,128,5,3,0
2458,D35,D27,0,2,134,129,5,2,0
2459,D36,D27,0,8,128,123,5,8,0
2460,D37,D27,0.045454545,22,114,110,4,21,1
2461,D38,D27,0,3,133,128,5,3,0
2462,D39,D27,0,15,121,116,5,15,0
2463,D4,D27,0,4,132,127,5,4,0
2464,D40,D27,0,5,131,126,5,5,0
2465,D41,D27,0,7,129,124,5,7,0
2466,D42,D27,0,3,133,128,5,3,0
2467,D43,D27,0,3,133,128,5,3,0
2468,D44,D27,0.052631579,38,98,95,3,36,2
2469,D45,D27,0,12,124,119,5,12,0
2470,D46,D27,0.026315789,38,98,94,4,37,1
2471,D47,D27,0,12,124,119,5,12,0
2472,D48,D27,0.038461538,26,110,106,4,25,1
2473,D49,D27,0,13,123,118,5,13,0
2474,D5,D27,0,3,133,128,5,3,0
2475,D50,D27,0,2,134,129,5,2,0
2476,D51,D27,0,1,135,130,5,1,0
2477,D52,D27,0,2,134,129,5,2,0
2478,D53,D27,0,2,134,129,5,2,0
2479,D9,D27,0,1,135,130,5,1,0
2480,Fuma,D28,0.065217391,46,82,80,2,43,3
2481,Cirurgia_coluna,D28,0.054545455,55,63,61,2,52,3
2482,Aposentado,D28,0.064516129,31,101,97,4,29,2
2483,Desempregado,D28,0.08,25,105,101,4,23,2
2484,Licenca_Medica,D28,0.055555556,18,114,109,5,17,1
2485,Aposentado_Invalidez,D28,0,8,123,117,6,8,0
2486,Analgésicos,D28,0.045454545,88,42,40,2,84,4
2487,OutraDoenca,D28,0.06,50,80,77,3,47,3
2488,Dor_costas,D28,0.054945055,91,37,36,1,86,5
2489,Dor_pernas,D28,0.018181818,55,72,67,5,54,1
2490,Retornar_trabalho,D28,0.1,20,99,95,4,18,2
2491,Masc,D28,0.034090909,88,48,45,3,85,3
2492,Fem,D28,0.0625,48,88,85,3,45,3
2493,Casado_Amasiado,D28,0.036363636,55,81,77,4,53,2
2494,Solteiro,D28,0.06779661,59,77,75,2,55,4
2495,Separado_Divorciado,D28,0,7,129,123,6,7,0
2496,X4,D28,0,3,133,127,6,3,0
2497,X5,D28,0,2,134,128,6,2,0
2498,X6,D28,0,10,126,120,6,10,0
2499,Livrar_costas,D28,0.069767442,86,14,14,0,80,6
2500,Livrar_perna,D28,0,14,86,80,6,14,0
2501,Livrar_perda_sens,D28,NaN,0,100,94,6,0,0
2502,D1,D28,0,1,135,129,6,1,0
2503,D15,D28,0,7,129,123,6,7,0
2504,D16,D28,0,20,116,110,6,20,0
2505,D17,D28,0,5,131,125,6,5,0
2506,D18,D28,0.0625,16,120,115,5,15,1
2507,D19,D28,0,7,129,123,6,7,0
2508,D2,D28,0.125,8,128,123,5,7,1
2509,D20,D28,0.125,8,128,123,5,7,1
2510,D21,D28,0.142857143,7,129,124,5,6,1
2511,D22,D28,0,2,134,128,6,2,0
2512,D23,D28,0.5,2,134,129,5,1,1
2513,D24,D28,0.076923077,26,110,106,4,24,2
2514,D25,D28,0.25,4,132,127,5,3,1
2515,D26,D28,0.5,2,134,129,5,1,1
2516,D27,D28,0.6,5,131,128,3,2,3
2517,D28,D28,1,6,130,130,0,0,6
2518,D29,D28,0.023809524,42,94,89,5,41,1
2519,D3,D28,0,2,134,128,6,2,0
2520,D30,D28,0.048387097,62,74,71,3,59,3
2521,D31,D28,0.176470588,17,119,116,3,14,3
2522,D32,D28,0,37,99,93,6,37,0
2523,D33,D28,0,12,124,118,6,12,0
2524,D34,D28,0,3,133,127,6,3,0
2525,D35,D28,0,2,134,128,6,2,0
2526,D36,D28,0,8,128,122,6,8,0
2527,D37,D28,0,22,114,108,6,22,0
2528,D38,D28,0,3,133,127,6,3,0
2529,D39,D28,0,15,121,115,6,15,0
2530,D4,D28,0,4,132,126,6,4,0
2531,D40,D28,0,5,131,125,6,5,0
2532,D41,D28,0,7,129,123,6,7,0
2533,D42,D28,0,3,133,127,6,3,0
2534,D43,D28,0.333333333,3,133,128,5,2,1
2535,D44,D28,0,38,98,92,6,38,0
2536,D45,D28,0,12,124,118,6,12,0
2537,D46,D28,0,38,98,92,6,38,0
2538,D47,D28,0,12,124,118,6,12,0
2539,D48,D28,0,26,110,104,6,26,0
2540,D49,D28,0,13,123,117,6,13,0
2541,D5,D28,0,3,133,127,6,3,0
2542,D50,D28,0,2,134,128,6,2,0
2543,D51,D28,0,1,135,129,6,1,0
2544,D52,D28,0,2,134,128,6,2,0
2545,D53,D28,0.5,2,134,129,5,1,1
2546,D9,D28,0,1,135,129,6,1,0
2547,Fuma,D29,0.282608696,46,82,55,27,33,13
2548,Cirurgia_coluna,D29,0.345454545,55,63,45,18,36,19
2549,Aposentado,D29,0.419354839,31,101,72,29,18,13
2550,Desempregado,D29,0.28,25,105,70,35,18,7
2551,Licenca_Medica,D29,0.444444444,18,114,80,34,10,8
2552,Aposentado_Invalidez,D29,0.625,8,123,86,37,3,5
2553,Analgésicos,D29,0.397727273,88,42,35,7,53,35
2554,OutraDoenca,D29,0.36,50,80,57,23,32,18
2555,Dor_costas,D29,0.406593407,91,37,33,4,54,37
2556,Dor_pernas,D29,0.545454545,55,72,61,11,25,30
2557,Retornar_trabalho,D29,0.5,20,99,70,29,10,10
2558,Masc,D29,0.340909091,88,48,36,12,58,30
2559,Fem,D29,0.25,48,88,58,30,36,12
2560,Casado_Amasiado,D29,0.4,55,81,61,20,33,22
2561,Solteiro,D29,0.220338983,59,77,48,29,46,13
2562,Separado_Divorciado,D29,0.285714286,7,129,89,40,5,2
2563,X4,D29,0,3,133,91,42,3,0
2564,X5,D29,0,2,134,92,42,2,0
2565,X6,D29,0.5,10,126,89,37,5,5
2566,Livrar_costas,D29,0.38372093,86,14,7,7,53,33
2567,Livrar_perna,D29,0.5,14,86,53,33,7,7
2568,Livrar_perda_sens,D29,NaN,0,100,60,40,0,0
2569,D1,D29,0,1,135,93,42,1,0
2570,D15,D29,0.571428571,7,129,91,38,3,4
2571,D16,D29,0.8,20,116,90,26,4,16
2572,D17,D29,0.4,5,131,91,40,3,2
2573,D18,D29,0.125,16,120,80,40,14,2
2574,D19,D29,0.142857143,7,129,88,41,6,1
2575,D2,D29,0.125,8,128,87,41,7,1
2576,D20,D29,0.125,8,128,87,41,7,1
2577,D21,D29,0.142857143,7,129,88,41,6,1
2578,D22,D29,0,2,134,92,42,2,0
2579,D23,D29,0,2,134,92,42,2,0
2580,D24,D29,0.230769231,26,110,74,36,20,6
2581,D25,D29,0.25,4,132,91,41,3,1
2582,D26,D29,0,2,134,92,42,2,0
2583,D27,D29,0.6,5,131,92,39,2,3
2584,D28,D29,0.166666667,6,130,89,41,5,1
2585,D29,D29,1,42,94,94,0,0,42
2586,D3,D29,0,2,134,92,42,2,0
2587,D30,D29,0.629032258,62,74,71,3,23,39
2588,D31,D29,0.470588235,17,119,85,34,9,8
2589,D32,D29,0.891891892,37,99,90,9,4,33
2590,D33,D29,0.166666667,12,124,84,40,10,2
2591,D34,D29,0.333333333,3,133,92,41,2,1
2592,D35,D29,0,2,134,92,42,2,0
2593,D36,D29,0.5,8,128,90,38,4,4
2594,D37,D29,0.772727273,22,114,89,25,5,17
2595,D38,D29,0,3,133,91,42,3,0
2596,D39,D29,0.8,15,121,91,30,3,12
2597,D4,D29,0,4,132,90,42,4,0
2598,D40,D29,0.4,5,131,91,40,3,2
2599,D41,D29,0.857142857,7,129,93,36,1,6
2600,D42,D29,0,3,133,91,42,3,0
2601,D43,D29,0,3,133,91,42,3,0
2602,D44,D29,0.815789474,38,98,87,11,7,31
2603,D45,D29,0.25,12,124,85,39,9,3
2604,D46,D29,0.789473684,38,98,86,12,8,30
2605,D47,D29,0.25,12,124,85,39,9,3
2606,D48,D29,0.769230769,26,110,88,22,6,20
2607,D49,D29,0.307692308,13,123,85,38,9,4
2608,D5,D29,0.333333333,3,133,92,41,2,1
2609,D50,D29,0.5,2,134,93,41,1,1
2610,D51,D29,0,1,135,93,42,1,0
2611,D52,D29,0,2,134,92,42,2,0
2612,D53,D29,0,2,134,92,42,2,0
2613,D9,D29,0,1,135,93,42,1,0
2614,Fuma,D3,0.043478261,46,82,82,0,44,2
2615,Cirurgia_coluna,D3,0,55,63,62,1,55,0
2616,Aposentado,D3,0,31,101,99,2,31,0
2617,Desempregado,D3,0.04,25,105,104,1,24,1
2618,Licenca_Medica,D3,0,18,114,112,2,18,0
2619,Aposentado_Invalidez,D3,0.125,8,123,122,1,7,1
2620,Analgésicos,D3,0.022727273,88,42,42,0,86,2
2621,OutraDoenca,D3,0.04,50,80,80,0,48,2
2622,Dor_costas,D3,0.021978022,91,37,37,0,89,2
2623,Dor_pernas,D3,0.018181818,55,72,71,1,54,1
2624,Retornar_trabalho,D3,0.05,20,99,98,1,19,1
2625,Masc,D3,0.022727273,88,48,48,0,86,2
2626,Fem,D3,0,48,88,86,2,48,0
2627,Casado_Amasiado,D3,0,55,81,79,2,55,0
2628,Solteiro,D3,0.016949153,59,77,76,1,58,1
2629,Separado_Divorciado,D3,0,7,129,127,2,7,0
2630,X4,D3,0.333333333,3,133,132,1,2,1
2631,X5,D3,0,2,134,132,2,2,0
