"","Binaria","Ordinal","rpb","pvalue","Bin_0","Bin_1","Missing"
"2180","D37","BPI - Habilidade de caminhar","0.14204838004785","0.345330820071474","63","21","71"
"2181","D37","BPI - Trabalho","0.0278706773313048","0.85348761738302","63","21","71"
"2182","D37","BPI - Relacionamento com outras pessoas","0.203634298474435","0.174855330547962","63","21","71"
"2183","D37","BPI - Sono","0.110651533168419","0.462759018870605","63","21","71"
"2184","D37","BPI - Habilidade para apreciar a vida","0.144152434036507","0.33819328582261","63","21","71"
"2185","D37","Oswestry1_v1","0.296067355689514","0.024984096139639","108","21","103"
"2186","D37","Oswestry2_v1","0.240828685216506","0.0691793398117221","108","21","103"
"2187","D37","Oswestry3_v1","0.119150031083091","0.370970149068179","108","21","103"
"2188","D37","Oswestry4_v1","0.241851065389821","0.0679914113763169","108","21","103"
"2189","D37","Oswestry5_v1","0.154844509642725","0.24444468707887","108","21","103"
"2190","D37","Oswestry6_v1","-0.00311458506384884","0.981371542585475","108","21","103"
"2191","D37","Oswestry7_v1","0.287229192749933","0.0297468540913248","108","21","103"
"2192","D37","Oswestry8_v1","0.184402087082027","0.165230710583509","108","21","103"
"2193","D37","Oswestry9_v1","0.160169342232487","0.228511620610326","108","21","103"
"2194","D37","Oswestry10_v1","0.210777461192361","0.112276748006228","108","21","103"
"2195","D37","Somatoria_Owestry","0.206923372945936","0.119062337363786","108","21","103"
"2196","D37","Ord_RMDQ","0.157670184915912","0.355702900882213","55","15","65"
"2197","D37","SF12_M1_1_v1","0.370848358617833","0.00474080360674548","108","21","103"
"2198","D37","SF12_M1_2_v1","-0.238806013024412","0.0715791550031181","108","21","103"
"2199","D37","SF12_M1_3_v1","-0.294495521887747","0.0257800034126772","108","21","103"
"2200","D37","SF12_M1_4_v1","-0.397720441667387","0.00239625160118954","108","21","103"
"2201","D37","SF12_M1_5_v1","-0.318984941711959","0.0155593114999733","108","21","103"
"2202","D37","SF12_M1_6_v1","-0.381137642849803","0.00367100909964206","108","21","103"
"2203","D37","SF12_M1_7_v1","-0.359088236761439","0.00629823693860991","108","21","103"
"2204","D37","SF12_M1_8_v1","0.0638014046677623","0.632278255550301","108","21","103"
"2205","D37","SF12_M1_9_v1","-0.229831467641413","0.0830520325610234","108","21","103"
"2206","D37","SF12_M1_10_v1","-0.292957348144599","0.0265797429387586","108","21","103"
"2207","D37","SF12_M1_11_v1","-0.120192528672481","0.366785730799303","108","21","103"
"2208","D37","SF12_M1_12_v1","-0.131566783602126","0.323037714154349","108","21","103"
"2209","D38","Há quanto tempo em São Paulo se de outro local",NA,NA,"24","0","1"
"2210","D38","Quantidade de cirurgias na coluna","-0.186031512409075","0.656062478329729","50","1","95"
"2211","D38","Trabalho_Cansativo","-0.316034606312462","0.259576689571851","130","2","7"
"2212","D38","Licenca_Tempo",NA,NA,"6","0","0"
"2213","D38","Tempo com a dor nas costas","-0.147489842660992","0.543683925453806","128","3","11"
"2214","D38","Tempo com dor que irradia p/ as pernas","0.0544982903284341","0.822567669741259","128","3","10"
"2215","D38","Andar_velocidade","-0.0200686185825771","0.934351357674941","126","3","6"
"2216","D38","Dor_costas_VAS","-0.52344197566382","0.03031757033219","125","3","53"
"2217","D38","Intensidade da dor nas pernas","0.576632794239509","0.0169369380826301","124","3","75"
"2218","D38","IDADE","-0.108370394112446","0.654067021787636","132","3","67"
"2219","D38","BPI_3_v1","0.300085936903348","0.215059603264617","129","3","104"
"2220","D38","BPI_4_v1","0.306420792494953","0.205475428327674","129","3","104"
"2221","D38","BPI_5_v1","0.385344808903365","0.110689253799116","129","3","104"
"2222","D38","Intensidade da dor no momento","-0.49204211309925","0.0412666954417034","128","3","0"
"2223","D38","BPI_8_v1","0.0358560765390382","0.902843916478168","96","2","62"
"2224","D38","BPI - Atividde geral","0.363714207757102","0.161995516488637","81","3","71"
"2225","D38","BPI - Humor","0.285046841039852","0.2742231963598","81","3","71"
"2226","D38","BPI - Habilidade de caminhar","0.11248408171493","0.667098150654114","81","3","71"
"2227","D38","BPI - Trabalho","0.0922384953066835","0.724350729316829","81","3","71"
"2228","D38","BPI - Relacionamento com outras pessoas","0.35623547397243","0.170905382940202","81","3","71"
"2229","D38","BPI - Sono","0.492191144975755","0.0571737413908791","81","3","71"
"2230","D38","BPI - Habilidade para apreciar a vida","0.126490786949044","0.62855066705083","81","3","71"
"2231","D38","Oswestry1_v1","0.27691230485509","0.254499697301339","126","3","103"
"2232","D38","Oswestry2_v1","-0.0136388922789627","0.955357516614883","126","3","103"
"2233","D38","Oswestry3_v1","-0.0781478078490859","0.74834846311231","126","3","103"
"2234","D38","Oswestry4_v1","-0.0531362189264894","0.827339804274911","126","3","103"
"2235","D38","Oswestry5_v1","-0.0802163444615916","0.741918888642449","126","3","103"
"2236","D38","Oswestry6_v1","-0.0661899087126064","0.785843645060591","126","3","103"
"2237","D38","Oswestry7_v1","0.570752856489673","0.017852821299098","126","3","103"
"2238","D38","Oswestry8_v1","-0.130757685451253","0.591272886240805","126","3","103"
"2239","D38","Oswestry9_v1","-0.00907089785893775","0.970300818348986","126","3","103"
"2240","D38","Oswestry10_v1","-0.0152592669220609","0.950060231992133","126","3","103"
"2241","D38","Somatoria_Owestry","0.0382553481699891","0.875225769330201","126","3","103"
"2242","D38","Ord_RMDQ","-0.296496131058167","0.455067391497607","69","1","65"
"2243","D38","SF12_M1_1_v1","0.112731958396149","0.643438224402271","126","3","103"
"2244","D38","SF12_M1_2_v1","-0.322369012560174","0.184258092102385","126","3","103"
"2245","D38","SF12_M1_3_v1","-0.361044785087897","0.136650409434882","126","3","103"
"2246","D38","SF12_M1_4_v1","-0.00227837315583515","0.992538744030767","126","3","103"
"2247","D38","SF12_M1_5_v1","-0.0428858320506591","0.86026813143724","126","3","103"
"2248","D38","SF12_M1_6_v1","-0.110634713656346","0.649628595171635","126","3","103"
"2249","D38","SF12_M1_7_v1","-0.112197181738271","0.645014408469246","126","3","103"
"2250","D38","SF12_M1_8_v1","0.077309049049351","0.750960517684789","126","3","103"
"2251","D38","SF12_M1_9_v1","-0.222998467762691","0.359245197171588","126","3","103"
"2252","D38","SF12_M1_10_v1","-0.442843271637583","0.0672997090743898","126","3","103"
"2253","D38","SF12_M1_11_v1","-0.203869919223751","0.402068465655496","126","3","103"
"2254","D38","SF12_M1_12_v1","-0.122762926840497","0.6141731241823","126","3","103"
"2255","D39","Há quanto tempo em São Paulo se de outro local","0.558285718570831","0.0961451047460881","21","3","1"
"2256","D39","Quantidade de cirurgias na coluna","0.251035052221062","0.281560619711239","45","6","95"
"2257","D39","Trabalho_Cansativo","-0.112673444698473","0.436289845342446","117","15","7"
"2258","D39","Licenca_Tempo",NA,NA,"6","0","0"
"2259","D39","Tempo com a dor nas costas","0.138545922585622","0.339013214094435","116","15","11"
"2260","D39","Tempo com dor que irradia p/ as pernas","0.122500399233427","0.398079270102488","116","15","10"
"2261","D39","Andar_velocidade","-0.270391019396591","0.0668237580260517","115","14","6"
"2262","D39","Dor_costas_VAS","0.225125849039608","0.12117745020851","113","15","53"
"2263","D39","Intensidade da dor nas pernas","0.468398747223304","0.00106599531807888","112","15","75"
"2264","D39","IDADE","0.342727994730787","0.0162388331434302","120","15","67"
"2265","D39","BPI_3_v1","0.410014718086451","0.00404263057451575","117","15","104"
"2266","D39","BPI_4_v1","0.317187891326897","0.0271328887071546","117","15","104"
"2267","D39","BPI_5_v1","0.50310983343763","0.000374858220657359","117","15","104"
"2268","D39","Intensidade da dor no momento","0.308839341101455","0.0318209561124215","116","15","0"
"2269","D39","BPI_8_v1","-0.181220626509777","0.251829643640717","84","14","62"
"2270","D39","BPI - Atividde geral","0.0670006615895365","0.684946781927005","70","14","71"
"2271","D39","BPI - Humor","0.0827332627774814","0.61628396024279","70","14","71"
"2272","D39","BPI - Habilidade de caminhar","0.0713743444955542","0.665569594882373","70","14","71"
"2273","D39","BPI - Trabalho","-0.0193351246633698","0.906836672623167","70","14","71"
"2274","D39","BPI - Relacionamento com outras pessoas","0.134819450670471","0.413550417371982","70","14","71"
"2275","D39","BPI - Sono","0.133097054411053","0.419566609263004","70","14","71"
"2276","D39","BPI - Habilidade para apreciar a vida","0.194659812286809","0.236716315031997","70","14","71"
"2277","D39","Oswestry1_v1","0.224555974627157","0.128759687489264","115","14","103"
"2278","D39","Oswestry2_v1","0.183281683675629","0.215746830430766","115","14","103"
"2279","D39","Oswestry3_v1","0.069516292976236","0.639563556226019","115","14","103"
"2280","D39","Oswestry4_v1","0.161928164758243","0.274410327466171","115","14","103"
"2281","D39","Oswestry5_v1","0.0746639283528703","0.6149497787505","115","14","103"
"2282","D39","Oswestry6_v1","-0.135469831886961","0.360859805603369","115","14","103"
"2283","D39","Oswestry7_v1","0.253025250967579","0.086580844674839","115","14","103"
"2284","D39","Oswestry8_v1","0.149263702588493","0.313875771893677","115","14","103"
"2285","D39","Oswestry9_v1","0.166695687299247","0.260461528152283","115","14","103"
"2286","D39","Oswestry10_v1","0.198596888610483","0.179573284014881","115","14","103"
"2287","D39","Somatoria_Owestry","0.148485193556013","0.316416521496775","115","14","103"
"2288","D39","Ord_RMDQ","0.0358478007044056","0.842383490673825","58","12","65"
"2289","D39","SF12_M1_1_v1","0.351159902226499","0.0167833860478254","115","14","103"
"2290","D39","SF12_M1_2_v1","-0.229863768968194","0.11988477920894","115","14","103"
"2291","D39","SF12_M1_3_v1","-0.279275630523135","0.0582342153664229","115","14","103"
"2292","D39","SF12_M1_4_v1","-0.340713972396322","0.0204100864180495","115","14","103"
"2293","D39","SF12_M1_5_v1","-0.260827535402569","0.0771933275176348","115","14","103"
"2294","D39","SF12_M1_6_v1","-0.386658074844458","0.00829991972527323","115","14","103"
"2295","D39","SF12_M1_7_v1","-0.356749338729664","0.0150830334656165","115","14","103"
"2296","D39","SF12_M1_8_v1","0.0813783901407534","0.58348014396403","115","14","103"
"2297","D39","SF12_M1_9_v1","-0.176240021063737","0.234013554553738","115","14","103"
"2298","D39","SF12_M1_10_v1","-0.169999337785465","0.251084948769268","115","14","103"
"2299","D39","SF12_M1_11_v1","-0.118387482221218","0.424755835548552","115","14","103"
"2300","D39","SF12_M1_12_v1","-0.142550181234217","0.336223034599267","115","14","103"
"2301","D4","Há quanto tempo em São Paulo se de outro local",NA,NA,"24","0","1"
"2302","D4","Quantidade de cirurgias na coluna","0.245223357266508","0.556864587996257","50","1","95"
"2303","D4","Trabalho_Cansativo","-0.208534032214133","0.341353061898785","128","4","7"
"2304","D4","Licenca_Tempo",NA,NA,"6","0","0"
"2305","D4","Tempo com a dor nas costas","0.143264002809888","0.514233474341361","127","4","11"
"2306","D4","Tempo com dor que irradia p/ as pernas","-0.00738855448339939","0.97318716224849","127","4","10"
"2307","D4","Andar_velocidade","0.237511520499277","0.280056879831777","125","4","6"
"2308","D4","Dor_costas_VAS","0.314987406535773","0.151787428908543","124","4","53"
"2309","D4","Intensidade da dor nas pernas","0.0947412403056742","0.667976807891047","123","4","75"
"2310","D4","IDADE","-0.145949902309472","0.504259575599934","131","4","67"
"2311","D4","BPI_3_v1","0.255434857867837","0.243405201824202","128","4","104"
"2312","D4","BPI_4_v1","0.192949548633176","0.378770112318332","128","4","104"
"2313","D4","BPI_5_v1","0.196750947946039","0.369420810087365","128","4","104"
"2314","D4","Intensidade da dor no momento","0.144820033027689","0.509667000438095","127","4","0"
"2315","D4","BPI_8_v1","0.306291298404244","0.183081590642558","94","4","62"
"2316","D4","BPI - Atividde geral","0.162946759520335","0.492602781317528","80","4","71"
"2317","D4","BPI - Humor","0.208394741332656","0.379744193502404","80","4","71"
"2318","D4","BPI - Habilidade de caminhar","0.253622512536932","0.284518175066086","80","4","71"
"2319","D4","BPI - Trabalho","0.487027607468459","0.0379804776730253","80","4","71"
"2320","D4","BPI - Relacionamento com outras pessoas","0.388106667563679","0.0998544399950513","80","4","71"
"2321","D4","BPI - Sono","0.420835106986271","0.0739419269017236","80","4","71"
"2322","D4","BPI - Habilidade para apreciar a vida","0.179188070681821","0.450371012227545","80","4","71"
"2323","D4","Oswestry1_v1","0.129477642020659","0.556596817359401","125","4","103"
"2324","D4","Oswestry2_v1","0.370081697479062","0.0912735923789839","125","4","103"
"2325","D4","Oswestry3_v1","-0.0819511306315911","0.709927552364561","125","4","103"
"2326","D4","Oswestry4_v1","0.298240783943307","0.174399770828551","125","4","103"
"2327","D4","Oswestry5_v1","-0.0841203394528423","0.702606431447527","125","4","103"
"2328","D4","Oswestry6_v1","0.166221702999495","0.450202021165746","125","4","103"
"2329","D4","Oswestry7_v1","0.243267740618796","0.268511782455197","125","4","103"
"2330","D4","Oswestry8_v1","0.143651035281795","0.514167410774952","125","4","103"
"2331","D4","Oswestry9_v1","0.126831509988385","0.564701057832289","125","4","103"
"2332","D4","Oswestry10_v1","-0.0848101222521987","0.700284064071508","125","4","103"
"2333","D4","Somatoria_Owestry","0.133869258155458","0.54327167072316","125","4","103"
"2334","D4","Ord_RMDQ","0.756057381450423","0.0126820991967197","68","2","65"
"2335","D4","SF12_M1_1_v1","0.281147685513232","0.200602604978236","125","4","103"
"2336","D4","SF12_M1_2_v1","-0.44189032470524","0.0432497175115888","125","4","103"
"2337","D4","SF12_M1_3_v1","-0.167181192218963","0.447585344006538","125","4","103"
"2338","D4","SF12_M1_4_v1","-0.336288029343467","0.125276513129085","125","4","103"
"2339","D4","SF12_M1_5_v1","-0.394138494123948","0.0718819725682425","125","4","103"
"2340","D4","SF12_M1_6_v1","-0.468490249560192","0.0319417532251882","125","4","103"
"2341","D4","SF12_M1_7_v1","-0.467501329538629","0.0323121588875339","125","4","103"
"2342","D4","SF12_M1_8_v1","0.248671391541444","0.257971743167342","125","4","103"
"2343","D4","SF12_M1_9_v1","-0.268766746870486","0.221279224167545","125","4","103"
"2344","D4","SF12_M1_10_v1","-0.129345114187927","0.55700137061373","125","4","103"
"2345","D4","SF12_M1_11_v1","-0.247100088819228","0.261006962932717","125","4","103"
"2346","D4","SF12_M1_12_v1","-0.306164403059061","0.163148181748717","125","4","103"
"2347","D40","Há quanto tempo em São Paulo se de outro local","-0.537046968939369","0.259881071386226","23","1","1"
"2348","D40","Quantidade de cirurgias na coluna","-0.186031512409075","0.656062478329729","50","1","95"
"2349","D40","Trabalho_Cansativo","-0.35190117936135","0.107204696729198","128","4","7"
"2350","D40","Licenca_Tempo",NA,NA,"6","0","0"
"2351","D40","Tempo com a dor nas costas","-0.284882244138804","0.160497359527892","126","5","11"
"2352","D40","Tempo com dor que irradia p/ as pernas","-0.0479718462355449","0.813864579816374","126","5","10"
"2353","D40","Andar_velocidade","0.0857306684014092","0.674680331696505","124","5","6"
"2354","D40","Dor_costas_VAS","-0.304945323309981","0.134365489840501","123","5","53"
"2355","D40","Intensidade da dor nas pernas","0.404701591645813","0.046476496295317","122","5","75"
"2356","D40","IDADE","-0.0787511589855659","0.697573035015533","130","5","67"
"2357","D40","BPI_3_v1","0.253445778897177","0.211603225739906","127","5","104"
"2358","D40","BPI_4_v1","0.295381477762434","0.144994456763284","127","5","104"
"2359","D40","BPI_5_v1","0.21907219910047","0.280620870642685","127","5","104"
"2360","D40","Intensidade da dor no momento","-0.379637097967382","0.0606806521968197","126","5","0"
"2361","D40","BPI_8_v1","0.0783175218704522","0.734653118736365","94","4","62"
"2362","D40","BPI - Atividde geral","0.265750579892331","0.227913063749186","79","5","71"
"2363","D40","BPI - Humor","0.305572893185258","0.165001784974148","79","5","71"
"2364","D40","BPI - Habilidade de caminhar","0.124412056278154","0.573766800275942","79","5","71"
"2365","D40","BPI - Trabalho","-0.00680130657550286","0.975491690677582","79","5","71"
"2366","D40","BPI - Relacionamento com outras pessoas","0.354075221719284","0.106933651271352","79","5","71"
"2367","D40","BPI - Sono","0.268080242439578","0.223825572208198","79","5","71"
"2368","D40","BPI - Habilidade para apreciar a vida","-0.0416299864354335","0.850827922626355","79","5","71"
"2369","D40","Oswestry1_v1","0.195034329371851","0.3389343854529","124","5","103"
"2370","D40","Oswestry2_v1","-0.0468873687040635","0.818478562701124","124","5","103"
"2371","D40","Oswestry3_v1","-0.0852870333262027","0.676269043238116","124","5","103"
"2372","D40","Oswestry4_v1","-0.0806595140517701","0.692924572063198","124","5","103"
"2373","D40","Oswestry5_v1","0.0151213299750762","0.941003761866626","124","5","103"
"2374","D40","Oswestry6_v1","0.0258531402278219","0.899307925009049","124","5","103"
"2375","D40","Oswestry7_v1","0.4257080749608","0.035575411683244","124","5","103"
"2376","D40","Oswestry8_v1","-0.201143428658698","0.323966202622203","124","5","103"
"2377","D40","Oswestry9_v1","-0.0382783508828909","0.851380965691393","124","5","103"
"2378","D40","Oswestry10_v1","-0.0452969313810745","0.824535037785425","124","5","103"
"2379","D40","Somatoria_Owestry","0.0105283066157448","0.958904469932437","124","5","103"
"2380","D40","Ord_RMDQ","-0.296496131058167","0.455067391497607","69","1","65"
"2381","D40","SF12_M1_1_v1","0.0687709693972447","0.736375070202516","124","5","103"
"2382","D40","SF12_M1_2_v1","-0.135701678982387","0.506218100631561","124","5","103"
"2383","D40","SF12_M1_3_v1","-0.173986469770517","0.393793738850708","124","5","103"
"2384","D40","SF12_M1_4_v1","-0.109406654841112","0.592119475760546","124","5","103"
"2385","D40","SF12_M1_5_v1","-0.0915272063552828","0.654056014197678","124","5","103"
"2386","D40","SF12_M1_6_v1","-0.0304479306407911","0.881532931554913","124","5","103"
"2387","D40","SF12_M1_7_v1","-0.0328262175369507","0.87235503995349","124","5","103"
"2388","D40","SF12_M1_8_v1","-0.138888715112806","0.496265123973211","124","5","103"
"2389","D40","SF12_M1_9_v1","-0.0398857348458233","0.845216536399918","124","5","103"
"2390","D40","SF12_M1_10_v1","-0.427509136200277","0.0347897191998781","124","5","103"
"2391","D40","SF12_M1_11_v1","-0.0283761153045662","0.889541014874677","124","5","103"
"2392","D40","SF12_M1_12_v1","0.0137413318012764","0.946379439198451","124","5","103"
"2393","D41","Há quanto tempo em São Paulo se de outro local","-0.537046968939369","0.259881071386226","23","1","1"
"2394","D41","Quantidade de cirurgias na coluna","0.517509095304369","0.110663920877212","49","2","95"
"2395","D41","Trabalho_Cansativo","-0.208921574706393","0.250329610378592","125","7","7"
"2396","D41","Licenca_Tempo",NA,NA,"6","0","0"
"2397","D41","Tempo com a dor nas costas","-0.0772562277821352","0.671898777974055","124","7","11"
"2398","D41","Tempo com dor que irradia p/ as pernas","-0.100405253875768","0.581917175898235","124","7","10"
"2399","D41","Andar_velocidade","0.017669470337112","0.923079195832801","122","7","6"
"2400","D41","Dor_costas_VAS","0.0401966844205576","0.826378158949859","121","7","53"
"2401","D41","Intensidade da dor nas pernas","0.310460747734926","0.0888857392203519","120","7","75"
"2402","D41","IDADE","0.0145349317638107","0.936149334796916","128","7","67"
"2403","D41","BPI_3_v1","0.293169140172002","0.105850134713961","125","7","104"
"2404","D41","BPI_4_v1","0.03112784577178","0.864343214865382","125","7","104"
"2405","D41","BPI_5_v1","0.185697367195861","0.307153192082705","125","7","104"
"2406","D41","Intensidade da dor no momento","-0.0138782883769865","0.939371734657027","124","7","0"
"2407","D41","BPI_8_v1","0.118549437802159","0.539182142936393","91","7","62"
"2408","D41","BPI - Atividde geral","0.201436148896912","0.311574566997466","77","7","71"
"2409","D41","BPI - Humor","0.303364812225513","0.125986501560627","77","7","71"
"2410","D41","BPI - Habilidade de caminhar","0.287158568930479","0.147815976150695","77","7","71"
"2411","D41","BPI - Trabalho","0.131292001636367","0.510307978958817","77","7","71"
"2412","D41","BPI - Relacionamento com outras pessoas","0.318005170124395","0.108467776560727","77","7","71"
"2413","D41","BPI - Sono","0.0124454094165081","0.950304211025043","77","7","71"
"2414","D41","BPI - Habilidade para apreciar a vida","0.0479538782128822","0.810186400869871","77","7","71"
"2415","D41","Oswestry1_v1","0.159300704116352","0.383317629921925","122","7","103"
"2416","D41","Oswestry2_v1","0.00851947308493806","0.962868334945694","122","7","103"
"2417","D41","Oswestry3_v1","-0.031148414083561","0.864838092396759","122","7","103"
"2418","D41","Oswestry4_v1","-0.0965565137153034","0.597555372061678","122","7","103"
"2419","D41","Oswestry5_v1","0.0631649117236224","0.729911699660665","122","7","103"
"2420","D41","Oswestry6_v1","-0.00232113575038631","0.989880111793866","122","7","103"
"2421","D41","Oswestry7_v1","0.138816092231556","0.447601847729397","122","7","103"
"2422","D41","Oswestry8_v1","-0.0409682481660803","0.822841947688044","122","7","103"
"2423","D41","Oswestry9_v1","-0.118862098416896","0.515654048966772","122","7","103"
"2424","D41","Oswestry10_v1","0.069644464106829","0.703442267059363","122","7","103"
"2425","D41","Somatoria_Owestry","0.0112484511000088","0.950987230460279","122","7","103"
"2426","D41","Ord_RMDQ","-0.0236297836329244","0.930389346340582","67","3","65"
"2427","D41","SF12_M1_1_v1","0.0486302146634127","0.790412808288206","122","7","103"
"2428","D41","SF12_M1_2_v1","-0.0460265971291218","0.80139540036587","122","7","103"
"2429","D41","SF12_M1_3_v1","-0.0851332508439821","0.641640845101073","122","7","103"
"2430","D41","SF12_M1_4_v1","-0.263761878901233","0.147816113836264","122","7","103"
"2431","D41","SF12_M1_5_v1","-0.169461707704187","0.353619516948234","122","7","103"
"2432","D41","SF12_M1_6_v1","-0.0945470440847582","0.60521143314007","122","7","103"
"2433","D41","SF12_M1_7_v1","-0.045330583530746","0.804338006753515","122","7","103"
"2434","D41","SF12_M1_8_v1","-0.122831861124445","0.501705949865481","122","7","103"
"2435","D41","SF12_M1_9_v1","-0.149097236352852","0.414610386303338","122","7","103"
"2436","D41","SF12_M1_10_v1","-0.367341551242656","0.0430116020216288","122","7","103"
"2437","D41","SF12_M1_11_v1","-0.00492160129762913","0.978544364637455","122","7","103"
"2438","D41","SF12_M1_12_v1","0.0823198646405253","0.65270098434339","122","7","103"
"2439","D42","Há quanto tempo em São Paulo se de outro local",NA,NA,"24","0","1"
"2440","D42","Quantidade de cirurgias na coluna","0.245223357266508","0.556864587996257","50","1","95"
"2441","D42","Trabalho_Cansativo","-0.153334771906846","0.527323363610422","129","3","7"
"2442","D42","Licenca_Tempo","-0.332185346731519","0.671466959338224","5","1","0"
"2443","D42","Tempo com a dor nas costas","-0.147489842660992","0.543683925453806","128","3","11"
"2444","D42","Tempo com dor que irradia p/ as pernas","-0.437865574018108","0.0698246578644576","128","3","10"
"2445","D42","Andar_velocidade","-0.0200686185825771","0.934351357674941","126","3","6"
"2446","D42","Dor_costas_VAS","-0.157318626565629","0.518632913199113","125","3","53"
"2447","D42","Intensidade da dor nas pernas","-0.338771766615712","0.163778135456057","124","3","75"
"2448","D42","IDADE","-0.317506242399621","0.187935248261344","132","3","67"
"2449","D42","BPI_3_v1","-0.188942997309516","0.435862833335823","129","3","104"
"2450","D42","BPI_4_v1","-0.0495531974661805","0.838249005009522","129","3","104"
"2451","D42","BPI_5_v1","-0.273534916164565","0.258682500781049","129","3","104"
"2452","D42","Intensidade da dor no momento","-0.131944253791978","0.587013631313542","128","3","0"
"2453","D42","BPI_8_v1","0.0863916643691805","0.734457272269934","95","3","62"
"2454","D42","BPI - Atividde geral","-0.133766240997177","0.65657938111864","82","2","71"
"2455","D42","BPI - Humor","-0.122823360260518","0.683106608387694","82","2","71"
"2456","D42","BPI - Habilidade de caminhar","-0.133396380380161","0.657469306668019","82","2","71"
"2457","D42","BPI - Trabalho","0.0287043554488883","0.924030134153769","82","2","71"
"2458","D42","BPI - Relacionamento com outras pessoas","-0.0677195788929412","0.8219799189703","82","2","71"
"2459","D42","BPI - Sono","-0.00694116951858081","0.981603546754576","82","2","71"
"2460","D42","BPI - Habilidade para apreciar a vida","-0.204498549001366","0.496308758590804","82","2","71"
"2461","D42","Oswestry1_v1","0.0314024263237731","0.897441982398582","126","3","103"
"2462","D42","Oswestry2_v1","-0.0136388922789627","0.955357516614883","126","3","103"
"2463","D42","Oswestry3_v1","0.0418648970620103","0.863561948398465","126","3","103"
"2464","D42","Oswestry4_v1","0.0507209362480126","0.835073916183029","126","3","103"
"2465","D42","Oswestry5_v1","-0.0802163444615916","0.741918888642449","126","3","103"
"2466","D42","Oswestry6_v1","0.0836083057422397","0.731414355954187","126","3","103"
"2467","D42","Oswestry7_v1","0.269619447544201","0.267288086713836","126","3","103"
"2468","D42","Oswestry8_v1","-0.130757685451253","0.591272886240805","126","3","103"
"2469","D42","Oswestry9_v1","-0.00907089785893775","0.970300818348986","126","3","103"
"2470","D42","Oswestry10_v1","0.115970428607663","0.633927304567665","126","3","103"
"2471","D42","Somatoria_Owestry","0.0382553481699891","0.875225769330201","126","3","103"
"2472","D42","Ord_RMDQ","0.131825389586228","0.670789611712189","68","2","65"
"2473","D42","SF12_M1_1_v1","-0.0115622521431948","0.962149230038494","126","3","103"
"2474","D42","SF12_M1_2_v1","-0.124342333416067","0.609618519935951","126","3","103"
"2475","D42","SF12_M1_3_v1","0.0422000398154685","0.862480424486994","126","3","103"
"2476","D42","SF12_M1_4_v1","-0.100248418856747","0.68063198643106","126","3","103"
"2477","D42","SF12_M1_5_v1","0.0595636556259155","0.806840506650426","126","3","103"
"2478","D42","SF12_M1_6_v1","0.0962040988316051","0.692853805005565","126","3","103"
"2479","D42","SF12_M1_7_v1","0.0930997891019695","0.702289027758406","126","3","103"
"2480","D42","SF12_M1_8_v1","0.46088086933267","0.0567475186806028","126","3","103"
"2481","D42","SF12_M1_9_v1","0.0433608131760788","0.858736526534029","126","3","103"
"2482","D42","SF12_M1_10_v1","-0.0594420498842393","0.807227181646583","126","3","103"
"2483","D42","SF12_M1_11_v1","-0.330919289174783","0.172809691520582","126","3","103"
"2484","D42","SF12_M1_12_v1","-0.122762926840497","0.6141731241823","126","3","103"
"2485","D43","Há quanto tempo em São Paulo se de outro local","-0.357318102840138","0.457227598679964","23","1","1"
"2486","D43","Quantidade de cirurgias na coluna","-0.208902754067818","0.524187673501387","49","2","95"
"2487","D43","Trabalho_Cansativo","0.302525360789184","0.211331913667965","129","3","7"
"2488","D43","Licenca_Tempo","-0.332185346731519","0.671466959338224","5","1","0"
"2489","D43","Tempo com a dor nas costas","0.326068230588762","0.178213675321532","128","3","11"
"2490","D43","Tempo com dor que irradia p/ as pernas","-0.437865574018108","0.0698246578644576","128","3","10"
"2491","D43","Andar_velocidade","-0.0200686185825771","0.934351357674941","126","3","6"
"2492","D43","Dor_costas_VAS","-0.0352775101995653","0.885007651093289","125","3","53"
"2493","D43","Intensidade da dor nas pernas","-0.338771766615712","0.163778135456057","124","3","75"
"2494","D43","IDADE","-0.0513333445795795","0.83194735764595","132","3","67"
"2495","D43","BPI_3_v1","0.337703547227415","0.162625563875521","129","3","104"
"2496","D43","BPI_4_v1","0.128433797514386","0.596579981672553","129","3","104"
"2497","D43","BPI_5_v1","0.0339422888671358","0.888803143124351","129","3","104"
"2498","D43","Intensidade da dor no momento","-0.0119116340228869","0.960912805325277","128","3","0"
"2499","D43","BPI_8_v1","-0.0579216840657005","0.820126685076225","95","3","62"
"2500","D43","BPI - Atividde geral","0.363714207757102","0.161995516488637","81","3","71"
"2501","D43","BPI - Humor","0.416606921519784","0.108540406888011","81","3","71"
"2502","D43","BPI - Habilidade de caminhar","-0.355692907044509","0.17156551858846","81","3","71"
"2503","D43","BPI - Trabalho","0.461192476533417","0.0751172377517201","81","3","71"
"2504","D43","BPI - Relacionamento com outras pessoas","0.0402981305398677","0.877592436746335","81","3","71"
"2505","D43","BPI - Sono","0.0758360978663551","0.77188973713442","81","3","71"
"2506","D43","BPI - Habilidade para apreciar a vida","0.342450667105949","0.188262914269743","81","3","71"
"2507","D43","Oswestry1_v1","0.27691230485509","0.254499697301339","126","3","103"
"2508","D43","Oswestry2_v1","-0.0136388922789627","0.955357516614883","126","3","103"
"2509","D43","Oswestry3_v1","0.161877601973106","0.506052369429961","126","3","103"
